Año,Country Name,Country Code,Crecimiento del PIB (anual %),Tasa de desempleo (%),"Inflación, deflactor PIB (anual %)","Homicidios intencionales (por 100,000 personas)",Muertes por conflicto (nro personas),Control de Corrupción (rango percentil),Emisiones de CO2 (kt),Esperanza de vida al nacer (años),Migración neta,Población total
2002,Zambia,ZMB,4.51%,14.13%,19.39%,0.00,0,29.63,"1,922.95",46.98,"3,209.0","10,508,294.0"
2002,Zimbabwe,ZWE,-8.89%,5.07%,2.71%,13.54,0,7.41,"12,293.4",44.56,"-147,110.0","11,984,644.0"
2003,Argentina,ARG,8.84%,15.36%,10.50%,7.75,0,40.21,"127,653.5",74.08,"-22,353.0","38,278,164.0"
2003,Australia,AUS,3.11%,5.93%,2.97%,1.53,0,93.65,"352,893.5",80.24,"103,907.0","19,720,737.0"
2003,Brazil,BRA,1.14%,11.17%,14.09%,27.96,0,59.79,"310,808.1",70.72,"-16,908.0","182,629,278.0"
2003,China,CHN,10.04%,4.58%,2.60%,1.89,0,43.92,"4,424,412.6",73.37,"-527,837.0","1,288,400,000.0"
2003,France,FRA,0.82%,8.31%,1.86%,1.65,0,85.71,"376,838.7",79.11,"148,696.0","62,256,970.0"
2003,Germany,DEU,-0.70%,9.78%,1.32%,1.35,0,93.12,"836,794.5",78.38,"54,381.0","82,534,176.0"
2003,India,IND,7.86%,8.36%,3.87%,3.97,"1,711",40.74,"1,011,770.9",64.09,"-255,516.0","1,117,415,123.0"
2003,Indonesia,IDN,4.78%,6.66%,5.49%,0.73,868,15.34,"333,878.1",67.41,"-97,733.0","223,080,121.0"
2003,Italy,ITA,0.14%,8.87%,3.15%,0.00,0,70.90,"462,197.8",79.98,"478,254.0","57,313,203.0"
2003,Japan,JPN,1.54%,5.25%,-1.61%,0.55,0,84.13,"1,213,929.5",81.76,"119,257.0","127,718,000.0"
2003,"Korea, Rep.",KOR,3.15%,3.35%,3.45%,0.81,0,73.02,"463,913.9",77.21,"-22,385.0","47,892,330.0"
2003,Mexico,MEX,1.45%,3.46%,4.04%,9.85,0,48.68,"404,692.2",74.27,"-332,396.0","102,429,341.0"
2003,Netherlands,NLD,0.16%,3.59%,2.17%,1.25,0,95.77,"170,362.8",78.49,"13,122.0","16,225,302.0"
2003,Russian Federation,RUS,7.30%,8.21%,13.66%,28.81,480,25.40,"1,609,996.7",65.03,"241,147.0","144,648,618.0"
2003,Saudi Arabia,SAU,11.24%,5.56%,2.32%,1.08,0,52.91,"284,828.3",73.63,"17,278.0","23,150,847.0"
2003,Spain,ESP,2.98%,11.28%,3.93%,1.39,0,88.89,"318,657.7",79.62,"662,840.0","42,187,645.0"
2003,Switzerland,CHE,-0.03%,4.12%,1.18%,0.00,0,96.83,"44,839.5",80.54,"41,871.0","7,339,001.0"
2003,Turkiye,TUR,5.76%,10.54%,23.29%,4.24,93,49.74,"219,158.6",72.89,"-4,115.0","66,867,327.0"
2003,United Kingdom,GBR,3.12%,4.81%,2.52%,1.55,0,95.24,"543,037.1",78.45,"230,387.0","59,647,577.0"
2003,United States,USA,2.80%,5.99%,1.97%,0.00,0,92.06,"5,658,992.0",77.04,"1,074,728.0","290,107,933.0"
2003,Afghanistan,AFG,8.83%,8.12%,11.66%,0.00,687,4.76,"1,653.207",57.34,"388,632.0","22,645,130.0"
2003,Albania,ALB,5.53%,16.99%,5.20%,5.37,0,22.75,"4,137.4",76.14,"-57,308.0","3,039,616.0"
2003,Algeria,DZA,7.20%,23.72%,8.33%,0.00,670,29.63,"88,188.9",71.29,"-39,330.0","32,055,883.0"
2003,American Samoa,ASM,0.97%,0.00%,1.37%,5.18,0,0.00,0.0,0.00,"-1,647.0","57,941.0"
2003,Andorra,AND,8.69%,0.00%,3.18%,0.00,0,88.36,534.944,0.00,"2,722.0","73,907.0"
2003,Angola,AGO,2.99%,4.04%,93.93%,0.00,25,5.29,"16,764.8",49.62,"59,438.0","18,124,342.0"
2003,Antigua and Barbuda,ATG,6.08%,0.00%,-0.86%,6.40,0,79.37,360.7,75.48,41.0,"78,075.0"
2003,Armenia,ARM,14.00%,10.62%,4.60%,0.00,0,31.75,"3,495.4",71.44,"-30,238.0","3,084,102.0"
2003,Aruba,ABW,1.12%,0.00%,3.03%,4.31,0,0.00,0.0,73.75,324.0,"92,701.0"
2003,Austria,AUT,0.94%,4.78%,1.31%,0.62,0,94.71,"74,467.9",78.63,"44,003.0","8,121,423.0"
2003,Azerbaijan,AZE,10.21%,9.17%,6.96%,0.00,0,10.58,"28,569.4",66.76,"13,154.0","8,234,100.0"
2003,"Bahamas, The",BHS,-1.26%,10.84%,1.15%,14.77,0,89.95,"2,116.0",72.40,951.0,"338,490.0"
2003,Bahrain,BHR,6.30%,1.11%,8.60%,0.00,0,69.31,"17,944.11",76.34,"28,186.0","778,256.0"
2003,Bangladesh,BGD,4.74%,4.32%,5.82%,2.54,0,0.53,"28,629.8",66.82,"-533,925.0","136,503,206.0"
2003,Barbados,BRB,2.18%,11.00%,1.12%,12.34,0,91.01,"1,249.9",74.47,-145.0,"267,499.0"
2003,Belarus,BLR,7.04%,10.30%,30.69%,0.00,0,37.57,"52,525.9",68.55,"-13,488.0","9,796,749.0"
2003,Belgium,BEL,1.04%,7.68%,1.85%,0.00,0,89.42,"115,502.1",78.13,"41,479.0","10,376,133.0"
2003,Belize,BLZ,9.33%,10.26%,-3.71%,25.38,0,56.08,450.2,68.91,"2,199.0","263,998.0"
2003,Benin,BEN,3.44%,0.74%,3.06%,0.00,0,35.98,"2,443.2",56.74,"4,278.0","7,659,208.0"
2003,Bermuda,BMU,3.41%,0.00%,2.82%,3.20,0,88.36,0.0,79.34,-127.0,"63,325.0"
2003,Bhutan,BTN,7.82%,1.80%,3.07%,0.79,0,82.01,377.73,64.70,"6,081.0","634,627.0"
2003,Bolivia,BOL,2.71%,2.53%,6.33%,0.00,0,23.28,"8,878.7",63.63,"-15,499.0","9,057,378.0"
2003,Bosnia and Herzegovina,BIH,3.87%,28.37%,1.41%,0.00,0,47.09,"14,871.4",75.78,"-27,396.0","4,183,757.0"
2003,Botswana,BWA,4.63%,23.80%,3.26%,17.08,0,85.19,"3,915.0",50.95,"4,758.0","1,826,863.0"
2003,British Virgin Islands,VGB,0.00%,0.00%,0.00%,9.10,0,0.00,0.0,73.99,594.0,"21,982.0"
2003,Brunei Darussalam,BRN,2.90%,5.89%,6.10%,0.85,0,66.14,"5,515.5",74.56,"1,388.0","354,045.0"
2003,Bulgaria,BGR,5.24%,13.73%,2.19%,3.12,0,56.61,"47,933.3",72.07,"-4,527.0","7,775,327.0"
2003,Burkina Faso,BFA,7.80%,2.78%,1.48%,0.64,0,55.03,"1,102.48",51.79,"15,362.0","13,030,591.0"
2003,Burundi,BDI,-1.22%,3.13%,11.95%,0.00,972,21.69,171.2,50.86,"36,721.0","6,860,846.0"
2003,Cabo Verde,CPV,4.18%,11.05%,4.92%,3.12,0,70.37,419.1,71.43,"-3,571.0","480,089.0"
2003,Cambodia,KHM,8.51%,1.12%,1.80%,3.98,0,14.29,"2,378.2",62.52,"-7,286.0","12,787,710.0"
2003,Cameroon,CMR,5.45%,5.90%,1.95%,6.13,0,14.81,"5,206.0",53.88,"-18,575.0","16,354,326.0"
2003,Canada,CAN,1.80%,7.57%,3.25%,1.74,0,94.18,"544,541.8",79.72,"182,430.0","31,644,028.0"
2003,Cayman Islands,CYM,0.00%,0.00%,0.00%,6.84,0,88.36,0.0,0.00,"1,078.0","43,862.0"
2003,Central African Republic,CAF,-5.40%,5.39%,1.34%,0.00,0,12.17,231.0,45.76,"-18,097.0","4,026,841.0"
2003,Chad,TCD,14.72%,0.83%,0.08%,0.00,37,2.65,764.9,48.21,"105,146.0","9,196,366.0"
2003,Channel Islands,CHI,0.00%,6.18%,0.00%,0.00,0,0.00,0.0,79.62,849.0,"148,341.0"
2003,Chile,CHL,4.72%,9.77%,4.30%,3.23,0,83.60,"50,200.6",77.39,"9,266.0","15,859,112.0"
2003,Colombia,COL,3.92%,14.19%,6.83%,57.29,730,50.79,"56,716.0",72.36,"-33,007.0","41,057,687.0"
2003,Comoros,COM,2.10%,4.62%,5.11%,0.00,0,30.16,139.7,59.26,"-3,084.0","570,130.0"
2003,"Congo, Dem. Rep.",COD,5.58%,2.87%,13.42%,0.00,0,1.06,"1,998.6",52.83,"-106,740.0","53,205,639.0"
2003,"Congo, Rep.",COG,0.81%,19.98%,-4.25%,0.00,0,9.52,"3,224.9",55.95,"26,287.0","3,424,653.0"
2003,Costa Rica,CRI,4.32%,6.56%,10.65%,7.16,0,72.49,"5,798.9",78.07,"8,010.0","4,188,610.0"
2003,Cote d'Ivoire,CIV,-4.73%,5.35%,3.28%,0.00,139,13.23,"5,307.6",50.95,"-99,980.0","18,116,451.0"
2003,Croatia,HRV,5.60%,13.92%,4.30%,1.55,0,63.49,"21,607.9",74.61,"-8,641.0","4,303,399.0"
2003,Cuba,CUB,3.79%,2.33%,2.97%,5.73,0,62.43,"25,628.6",76.77,"-19,525.0","11,199,217.0"
2003,Curacao,CUW,0.29%,0.00%,1.62%,30.05,0,0.00,0.0,73.35,"1,029.0","131,897.0"
2003,Cyprus,CYP,2.62%,4.14%,5.39%,0.00,0,84.66,"7,834.1",77.79,"13,326.0","1,000,350.0"
2003,Czechia,CZE,3.58%,7.54%,1.29%,1.59,0,71.43,"123,372.9",75.17,"25,694.0","10,193,998.0"
2003,Denmark,DNK,0.39%,5.40%,1.48%,0.00,0,99.47,"59,234.0",77.14,"11,337.0","5,390,574.0"
2003,Djibouti,DJI,0.00%,28.22%,0.00%,0.00,0,32.28,414.4,57.59,"-5,634.0","806,411.0"
2003,Dominica,DMA,6.35%,0.00%,-3.12%,11.69,0,79.37,121.5,71.44,-259.0,"68,442.0"
2003,Dominican Republic,DOM,-1.35%,6.94%,33.46%,21.32,0,28.57,"18,725.2",70.27,"-30,549.0","8,919,852.0"
2003,Ecuador,ECU,2.72%,5.66%,10.59%,0.00,0,29.10,"24,655.8",73.97,"-22,605.0","13,301,184.0"
2003,"Egypt, Arab Rep.",EGY,3.19%,10.91%,6.78%,0.62,0,38.10,"133,020.4",68.40,"37,743.0","75,963,322.0"
2003,El Salvador,SLV,1.57%,6.90%,2.97%,55.68,0,41.80,"6,510.2",70.14,"-91,736.0","6,026,849.0"
2003,Equatorial Guinea,GNQ,13.96%,8.21%,0.64%,0.00,0,5.82,"2,795.3",54.58,"14,544.0","789,681.0"
2003,Eritrea,ERI,-2.66%,5.68%,21.87%,0.00,57,58.73,684.98,59.41,"76,703.0","2,653,390.0"
2003,Estonia,EST,7.60%,11.29%,3.89%,0.00,0,80.95,"16,682.0",71.32,"-3,780.0","1,370,720.0"
2003,Eswatini,SWZ,3.88%,25.95%,6.01%,12.75,0,58.20,996.5,43.35,"-7,327.0","1,058,797.0"
2003,Ethiopia,ETH,-2.16%,2.98%,12.77%,0.00,50,25.93,"5,022.4",52.53,"-13,744.0","73,168,838.0"
2003,Faroe Islands,FRO,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,78.94,317.0,"47,392.0"
2003,Fiji,FJI,1.00%,4.83%,7.70%,2.91,0,65.08,"1,036.5",66.18,"-6,513.0","858,306.0"
2003,Finland,FIN,2.00%,10.47%,0.19%,1.98,0,100.00,"71,708.1",78.37,"6,039.0","5,213,014.0"
2003,French Polynesia,PYF,2.13%,11.61%,1.72%,0.00,0,0.00,0.0,79.70,-130.0,"263,173.0"
2003,Gabon,GAB,2.25%,17.08%,-0.22%,0.00,0,36.51,"6,436.4",61.67,"5,435.0","1,378,398.0"
2003,"Gambia, The",GMB,6.87%,8.66%,12.89%,0.00,0,51.85,296.2,57.59,"-3,717.0","1,566,257.0"
2003,Georgia,GEO,11.06%,11.51%,3.42%,0.00,0,31.22,"3,157.2",70.33,"-31,080.0","3,951,736.0"
2003,Ghana,GHA,5.20%,7.54%,28.70%,2.04,0,46.03,"6,381.0",59.11,"28,764.0","21,329,514.0"
2003,Gibraltar,GIB,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,79.69,318.0,"28,301.0"
2003,Greece,GRC,5.79%,9.41%,3.45%,0.00,0,68.78,"100,216.6",78.84,"7,095.0","10,928,070.0"
2003,Greenland,GRL,4.43%,0.00%,6.53%,8.81,0,0.00,0.0,68.02,-337.0,"56,765.0"
2003,Grenada,GRD,9.46%,0.00%,-0.08%,8.28,0,79.37,223.2,73.19,-245.0,"108,740.0"
2003,Guam,GUM,0.88%,9.75%,4.24%,4.90,0,0.00,0.0,76.50,"-2,044.0","163,385.0"
2003,Guatemala,GTM,2.56%,2.81%,4.47%,33.71,0,27.51,"10,568.6",68.80,"-54,666.0","12,415,334.0"
2003,Guinea,GIN,1.25%,4.65%,15.91%,0.00,0,20.11,"1,707.9",53.68,"-36,982.0","8,772,254.0"
2003,Guinea-Bissau,GNB,0.57%,3.07%,-5.01%,0.00,0,8.99,195.1,51.41,"-5,487.0","1,315,653.0"
2003,Guyana,GUY,-0.63%,11.58%,4.72%,27.48,0,44.97,"1,617.8",64.60,"-12,523.0","760,562.0"
2003,Haiti,HTI,3.48%,12.00%,17.99%,0.00,0,0.00,"1,810.3",59.51,"-26,534.0","8,812,245.0"
2003,Honduras,HND,4.55%,5.30%,5.76%,56.55,0,15.87,"6,726.2",69.51,"-7,986.0","7,201,881.0"
2003,"Hong Kong SAR, China",HKG,3.06%,7.86%,-6.01%,0.76,0,92.59,0.0,81.38,"18,790.0","6,730,800.0"
2003,Hungary,HUN,4.07%,5.79%,5.43%,2.25,0,74.07,"58,186.9",72.30,"14,182.0","10,129,552.0"
2003,Iceland,ISL,2.14%,4.00%,0.49%,0.00,0,98.41,"2,226.41",80.96,-223.0,"289,521.0"
2003,"Iran, Islamic Rep.",IRN,8.64%,11.50%,13.14%,0.00,0,46.56,"389,777.1",69.82,"370,945.0","67,954,699.0"
2003,Iraq,IRQ,-36.66%,8.85%,13.86%,0.00,"7,927",6.35,"81,278.1",65.64,"-27,236.0","27,068,823.0"
2003,Ireland,IRL,3.01%,4.48%,3.91%,0.93,0,90.48,"44,086.8",78.14,"32,763.0","3,996,521.0"
2003,Isle of Man,IMN,6.00%,0.00%,3.17%,0.00,0,0.00,0.0,76.10,784.0,"77,939.0"
2003,Israel,ISR,1.39%,13.51%,-0.47%,2.64,310,81.48,"62,925.5",79.65,"17,619.0","6,689,700.0"
2003,Jamaica,JAM,3.67%,6.80%,11.62%,36.78,0,41.27,"10,597.0",70.81,"-18,382.0","2,651,027.0"
2003,Jordan,JOR,4.16%,14.50%,2.15%,0.00,0,67.72,"17,309.8",72.57,"-11,700.0","5,396,117.0"
2003,Kazakhstan,KAZ,9.30%,8.78%,11.74%,12.91,0,11.64,"146,142.22",65.74,"-3,565.0","14,909,019.0"
2003,Kenya,KEN,2.93%,3.04%,6.20%,0.00,0,16.93,"6,837.0",55.60,"24,180.0","33,767,122.0"
2003,Kiribati,KIR,2.01%,0.00%,2.64%,0.00,0,0.00,46.5,64.95,-130.0,"94,302.0"
2003,"Korea, Dem. People's Rep.",PRK,0.00%,3.00%,0.00%,0.00,0,3.70,"72,738.2",69.55,"-2,720.0","23,781,707.0"
2003,Kosovo,XKX,0.00%,0.00%,0.00%,0.00,0,38.62,0.0,74.97,"-27,077.0","1,703,466.0"
2003,Kuwait,KWT,17.33%,1.30%,4.92%,1.38,0,74.60,"58,121.0",76.98,"11,232.0","2,101,506.0"
2003,Kyrgyz Republic,KGZ,7.03%,2.28%,3.97%,8.38,0,11.11,"5,579.7",68.26,"-15,369.0","5,043,300.0"
2003,Lao PDR,LAO,6.07%,1.64%,13.45%,0.00,0,22.22,"1,151.44",60.03,"-36,615.0","5,689,065.0"
2003,Latvia,LVA,8.42%,12.06%,5.02%,0.00,0,62.96,"7,593.2",71.27,"-18,671.0","2,287,955.0"
2003,Lebanon,LBN,3.23%,7.99%,1.58%,0.00,0,34.39,"17,414.9",75.59,"1,674.0","4,504,807.0"
2003,Lesotho,LSO,4.56%,16.95%,2.44%,0.00,0,52.38,"1,825.1",44.53,"-26,420.0","1,993,030.0"
2003,Liberia,LBR,-30.15%,2.26%,15.51%,0.00,"1,787",7.94,476.087,53.04,"-103,564.0","3,085,173.0"
2003,Libya,LBY,13.02%,19.57%,14.36%,0.00,0,20.63,"48,931.5",71.13,"39,618.0","5,542,641.0"
2003,Liechtenstein,LIE,-1.94%,0.00%,0.63%,0.00,0,88.36,229.354516,79.96,153.0,"34,000.0"
2003,Lithuania,LTU,10.57%,12.87%,-0.81%,0.00,0,68.25,"11,232.7",72.06,"-34,848.0","3,415,213.0"
2003,Luxembourg,LUX,2.62%,3.68%,2.19%,0.66,0,91.53,"10,241.6",77.73,"5,400.0","451,630.0"
2003,"Macao SAR, China",MAC,11.64%,6.00%,0.05%,1.73,0,79.37,0.0,81.50,"11,452.0","462,533.0"
2003,Madagascar,MDG,9.78%,5.01%,-1.70%,0.00,0,50.26,"1,553.4",59.49,485.0,"17,724,310.0"
2003,Malawi,MWI,5.71%,4.90%,10.35%,2.48,0,26.46,893.44,48.79,"-31,699.0","12,087,965.0"
2003,Malaysia,MYS,5.79%,3.61%,3.30%,2.28,0,67.20,"144,010.0",73.80,"226,003.0","24,739,411.0"
2003,Maldives,MDV,13.75%,5.31%,3.11%,0.00,0,57.14,528.5,74.06,439.0,"297,226.0"
2003,Mali,MLI,9.12%,1.27%,-7.59%,0.00,0,26.98,"1,279.3",52.89,"-11,780.0","12,342,165.0"
2003,Malta,MLT,4.07%,7.49%,-2.24%,0.00,0,80.42,"2,608.0",78.55,"1,238.0","398,582.0"
2003,Marshall Islands,MHL,-1.62%,0.00%,1.38%,0.00,0,0.00,114.0,63.74,"-1,595.0","54,493.0"
2003,Mauritania,MRT,6.93%,9.89%,4.49%,0.00,0,57.67,"1,303.6",61.35,"-19,137.0","2,883,326.0"
2003,Mauritius,MUS,5.93%,8.23%,5.62%,0.00,0,61.38,"2,748.6",72.12,"-3,347.0","1,213,370.0"
2003,"Micronesia, Fed. Sts.",FSM,1.57%,0.00%,-0.36%,0.00,0,0.00,168.5,70.76,"-2,974.0","111,805.0"
2003,Moldova,MDA,6.60%,7.95%,14.87%,7.79,0,21.16,"7,765.4",67.42,"-49,890.0","2,903,198.0"
2003,Monaco,MCO,1.09%,0.00%,1.88%,0.00,0,0.00,0.0,0.00,-73.0,"32,316.0"
2003,Mongolia,MNG,7.00%,6.80%,10.24%,13.63,0,49.21,"9,312.16",64.21,"-7,755.0","2,516,454.0"
2003,Montenegro,MNE,2.48%,29.66%,8.32%,0.00,0,42.33,"1,889.193348",73.93,"-3,253.0","612,267.0"
2003,Morocco,MAR,6.17%,11.92%,0.86%,1.72,0,45.50,"37,251.1",67.92,"-108,908.0","29,661,270.0"
2003,Mozambique,MOZ,6.88%,2.96%,4.35%,5.44,0,32.80,"1,904.6",50.87,"-48,338.0","19,186,754.0"
2003,Myanmar,MMR,12.99%,0.66%,28.72%,1.63,38,1.59,"10,486.6",60.98,"-165,833.0","46,924,293.0"
2003,Namibia,NAM,4.24%,21.80%,1.27%,0.00,0,60.85,"2,268.8",51.08,"-6,153.0","1,915,425.0"
2003,Nauru,NRU,0.00%,0.00%,0.00%,0.00,0,0.00,68.7,58.09,-211.0,"10,344.0"
2003,Nepal,NPL,3.95%,10.54%,3.07%,2.95,"1,341",34.92,"3,021.8",64.20,"-183,002.0","25,682,908.0"
2003,New Caledonia,NCL,0.00%,16.48%,0.00%,0.00,0,0.00,0.0,75.27,928.0,"225,296.0"
2003,New Zealand,NZL,4.73%,4.75%,2.07%,1.09,0,98.94,"33,397.6",79.15,"42,181.0","4,027,200.0"
2003,Nicaragua,NIC,2.52%,7.60%,5.33%,11.93,0,37.04,"4,562.7",67.22,"-44,933.0","5,323,062.0"
2003,Niger,NER,2.17%,2.35%,-0.19%,0.00,0,17.99,749.9,51.43,"-8,855.0","12,900,790.0"
2003,Nigeria,NGA,7.35%,3.81%,9.80%,0.00,0,4.23,"100,994.9",48.44,"4,194.0","133,119,801.0"
2003,North Macedonia,MKD,2.22%,36.69%,1.65%,3.38,0,30.69,"8,829.1",73.24,"-2,880.0","2,026,773.0"
2003,Northern Mariana Islands,MNP,0.34%,0.00%,-3.83%,0.00,0,0.00,0.0,0.00,"-4,069.0","74,623.0"
2003,Norway,NOR,0.94%,4.22%,2.86%,0.00,0,96.30,"37,186.8",79.39,"11,447.0","4,564,855.0"
2003,Oman,OMN,-2.67%,4.25%,10.35%,1.44,0,73.54,"31,700.5",74.14,"-20,635.0","2,431,600.0"
2003,Pakistan,PAK,5.78%,0.60%,3.26%,5.60,175,24.34,"105,663.5",62.84,"-578,225.0","166,876,680.0"
2003,Palau,PLW,-3.26%,0.00%,-2.47%,0.00,0,0.00,215.6,0.00,-76.0,"19,880.0"
2003,Panama,PAN,4.21%,6.01%,1.13%,10.59,0,43.39,"5,525.3",75.22,"3,352.0","3,181,608.0"
2003,Papua New Guinea,PNG,2.16%,2.62%,5.54%,10.00,0,23.81,"4,070.8",61.80,"43,638.0","6,090,980.0"
2003,Paraguay,PRY,4.32%,6.81%,15.14%,24.00,0,3.17,"3,937.6",70.30,"-39,940.0","5,353,254.0"
2003,Peru,PER,4.17%,4.15%,1.80%,0.00,0,53.44,"27,157.7",72.22,"-181,202.0","27,623,341.0"
2003,Philippines,PHL,5.09%,3.53%,3.19%,0.00,"1,049",33.86,"73,141.9",69.92,"-204,925.0","82,942,837.0"
2003,Poland,POL,3.50%,19.37%,0.78%,0.00,0,69.84,"297,730.8",74.60,"-22,621.0","38,204,570.0"
2003,Portugal,PRT,-0.93%,6.13%,3.43%,0.00,0,83.07,"60,523.6",77.22,"28,311.0","10,458,821.0"
2003,Puerto Rico,PRI,0.05%,11.78%,4.42%,21.38,0,88.36,0.0,76.87,"-29,216.0","3,826,095.0"
2003,Qatar,QAT,3.72%,0.85%,17.18%,0.00,0,71.96,"34,744.2",75.56,"23,444.0","748,525.0"
2003,Romania,ROU,2.34%,6.95%,23.15%,3.24,0,42.86,"98,138.2",71.31,"-97,597.0","21,574,326.0"
2003,Rwanda,RWA,2.20%,12.03%,20.36%,0.00,0,35.45,684.91,53.37,"-17,399.0","8,567,992.0"
2003,Samoa,WSM,5.21%,5.16%,2.55%,0.00,0,56.08,169.2,71.50,"-3,966.0","187,440.0"
2003,San Marino,SMR,3.87%,0.00%,2.45%,0.00,0,0.00,0.0,0.00,483.0,"28,601.0"
2003,Sao Tome and Principe,STP,8.29%,16.36%,13.84%,0.00,0,54.50,65.9,63.17,-889.0,"153,762.0"
2003,Senegal,SEN,5.59%,6.64%,-0.92%,0.00,39,53.97,"4,486.4",59.12,"-40,489.0","10,434,504.0"
2003,Serbia,SRB,4.39%,15.20%,12.49%,2.23,0,39.15,"53,204.0",72.44,511.0,"7,480,591.0"
2003,Seychelles,SYC,-5.89%,0.00%,5.95%,0.00,0,75.13,342.4,71.03,263.0,"82,781.0"
2003,Sierra Leone,SLE,9.48%,3.41%,13.20%,0.00,0,19.58,550.4,46.96,"69,185.0","5,350,907.0"
2003,Singapore,SGP,4.55%,5.93%,-1.80%,0.64,0,97.88,"38,157.7",79.04,"19,770.0","4,114,826.0"
2003,Sint Maarten (Dutch part),SXM,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,74.15,-6.0,"31,472.0"
2003,Slovak Republic,SVK,5.50%,17.12%,5.33%,2.55,0,65.61,"38,331.2",73.60,-325.0,"5,373,374.0"
2003,Slovenia,SVN,2.96%,6.48%,5.64%,1.06,0,79.89,"15,413.0",76.86,"8,388.0","1,995,733.0"
2003,Solomon Islands,SLB,6.52%,1.69%,25.89%,0.00,0,61.90,268.9,67.64,"-2,685.0","461,216.0"
2003,Somalia,SOM,0.00%,19.32%,0.00%,0.00,0,2.12,577.5,50.61,"33,174.0","9,758,281.0"
2003,South Africa,ZAF,2.95%,20.02%,6.40%,41.21,0,64.55,"353,033.5",54.33,"65,721.0","48,104,048.0"
2003,South Sudan,SSD,0.00%,12.13%,0.00%,0.00,0,0.00,753.349164,50.25,"91,958.0","6,992,367.0"
2003,Sri Lanka,LKA,5.94%,8.22%,8.75%,0.00,29,47.62,"12,412.3",71.37,"-20,932.0","19,303,180.0"
2003,St. Kitts and Nevis,KNA,-3.93%,0.00%,1.67%,21.54,0,0.00,201.9,70.77,-214.0,"46,431.0"
2003,St. Lucia,LCA,4.26%,22.18%,5.22%,22.08,0,0.00,396.2,71.77,-182.0,"163,047.0"
2003,St. Martin (French part),MAF,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,77.21,158.0,"31,929.0"
2003,St. Vincent and the Grenadines,VCT,6.69%,20.26%,-2.17%,15.91,0,0.00,208.2,72.35,"-1,699.0","113,108.0"
2003,Sudan,SDN,6.29%,15.10%,9.80%,0.00,"2,008",7.41,"7,931.9",58.20,"-149,595.0","28,188,977.0"
2003,Suriname,SUR,6.30%,10.30%,21.32%,11.91,0,66.67,"1,233.96",65.60,741.0,"503,780.0"
2003,Sweden,SWE,2.31%,5.55%,1.70%,0.95,0,97.35,"55,202.7",80.10,"33,445.0","8,958,229.0"
2003,Syrian Arab Republic,SYR,7.20%,10.28%,-1.43%,2.30,0,24.87,"44,378.7",72.41,"-17,451.0","17,611,356.0"
2003,Tajikistan,TJK,11.00%,14.02%,27.09%,2.46,0,8.47,"2,175.1",65.55,"-22,561.0","6,672,492.0"
2003,Tanzania,TZA,6.67%,3.10%,8.42%,7.44,0,28.04,"3,769.5",54.90,"-127,010.0","37,333,918.0"
2003,Thailand,THA,7.19%,1.54%,2.15%,9.93,26,51.32,"195,675.5",73.16,"112,123.0","64,776,956.0"
2003,Timor-Leste,TLS,-2.18%,3.56%,6.79%,0.00,0,48.15,167.6,60.87,"-9,731.0","926,721.0"
2003,Togo,TGO,6.72%,4.09%,-2.89%,0.00,0,19.05,"1,833.8",55.64,"-2,797.0","5,421,001.0"
2003,Tonga,TON,2.31%,5.18%,8.94%,5.75,0,0.00,123.5,69.50,"-1,754.0","104,410.0"
2003,Trinidad and Tobago,TTO,14.44%,10.48%,10.48%,16.92,0,59.26,"15,446.9",69.73,"-3,472.0","1,353,548.0"
2003,Tunisia,TUN,4.70%,14.51%,2.68%,0.00,0,60.32,"21,961.7",74.31,"-20,774.0","10,193,798.0"
2003,Turkmenistan,TKM,3.27%,8.95%,27.15%,4.90,0,12.70,"46,350.2",65.75,"-15,713.0","4,758,988.0"
2003,Turks and Caicos Islands,TCA,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,75.41,789.0,"21,739.0"
2003,Tuvalu,TUV,-4.35%,0.00%,1.17%,0.00,0,0.00,8.5,63.63,-14.0,"9,668.0"
2003,Uganda,UGA,6.47%,3.60%,7.81%,0.00,633,17.46,"1,567.2",50.37,"-96,452.0","26,354,736.0"
2003,Ukraine,UKR,9.52%,9.06%,8.16%,8.49,0,16.40,"330,228.5",68.21,"11,140.0","47,812,949.0"
2003,United Arab Emirates,ARE,8.80%,2.75%,4.07%,0.00,0,76.19,"103,820.5",76.22,"124,550.0","3,813,443.0"
2003,Uruguay,URY,0.81%,16.66%,16.54%,5.95,0,82.54,"4,486.1",75.78,"-17,099.0","3,310,202.0"
2003,Uzbekistan,UZB,4.23%,9.07%,26.77%,3.72,0,18.52,"121,905.7",67.04,"-44,098.0","25,567,650.0"
2003,Vanuatu,VUT,4.29%,1.75%,0.80%,0.00,0,64.02,87.0,69.28,-386.0,"207,258.0"
2003,"Venezuela, RB",VEN,-7.76%,16.78%,34.93%,43.99,0,10.05,"135,770.2",71.94,"-5,730.0","25,782,029.0"
2003,Vietnam,VNM,6.90%,2.25%,7.11%,1.30,0,39.68,"70,903.7",72.98,"-153,880.0","81,475,825.0"
