indicator,country,countryiso3code,date,value
Net migration,Not classified,,1992,
Net migration,Not classified,,1991,
Net migration,Not classified,,1990,
Net migration,OECD members,OED,2020,2540918.0
Net migration,OECD members,OED,2019,4085765.0
Net migration,OECD members,OED,2018,4044566.0
Net migration,OECD members,OED,2017,3998196.0
Net migration,OECD members,OED,2016,4167539.0
Net migration,OECD members,OED,2015,3531505.0
Net migration,OECD members,OED,2014,3672517.0
Net migration,OECD members,OED,2013,3321193.0
Net migration,OECD members,OED,2012,3463880.0
Net migration,OECD members,OED,2011,3339540.0
Net migration,OECD members,OED,2010,2900132.0
Net migration,OECD members,OED,2009,2757278.0
Net migration,OECD members,OED,2008,3119804.0
Net migration,OECD members,OED,2007,3489965.0
Net migration,OECD members,OED,2006,2995953.0
Net migration,OECD members,OED,2005,2933263.0
Net migration,OECD members,OED,2004,3198970.0
Net migration,OECD members,OED,2003,2984161.0
Net migration,OECD members,OED,2002,2831316.0
Net migration,OECD members,OED,2001,2208429.0
Net migration,OECD members,OED,2000,2489277.0
Net migration,OECD members,OED,1999,2167106.0
Net migration,OECD members,OED,1998,2250105.0
Net migration,OECD members,OED,1997,2304726.0
Net migration,OECD members,OED,1996,2290620.0
Net migration,OECD members,OED,1995,2117819.0
Net migration,OECD members,OED,1994,2342494.0
Net migration,OECD members,OED,1993,2252802.0
Net migration,OECD members,OED,1992,2308757.0
Net migration,OECD members,OED,1991,2059372.0
Net migration,OECD members,OED,1990,2211593.0
Net migration,Other small states,OSS,2020,-210580.0
Net migration,Other small states,OSS,2019,12322.0
Net migration,Other small states,OSS,2018,29729.0
Net migration,Other small states,OSS,2017,100092.0
Net migration,Other small states,OSS,2016,186788.0
Net migration,Other small states,OSS,2015,229653.0
Net migration,Other small states,OSS,2014,238835.0
Net migration,Other small states,OSS,2013,181469.0
Net migration,Other small states,OSS,2012,108809.0
Net migration,Other small states,OSS,2011,75390.0
Net migration,Other small states,OSS,2010,66190.0
Net migration,Other small states,OSS,2009,174222.0
Net migration,Other small states,OSS,2008,261210.0
Net migration,Other small states,OSS,2007,271005.0
Net migration,Other small states,OSS,2006,261263.0
Net migration,Other small states,OSS,2005,140390.0
Net migration,Other small states,OSS,2004,36162.0
Net migration,Other small states,OSS,2003,16969.0
Net migration,Other small states,OSS,2002,10924.0
Net migration,Other small states,OSS,2001,19312.0
Net migration,Other small states,OSS,2000,17968.0
Net migration,Other small states,OSS,1999,22958.0
Net migration,Other small states,OSS,1998,18543.0
Net migration,Other small states,OSS,1997,15855.0
Net migration,Other small states,OSS,1996,-12221.0
Net migration,Other small states,OSS,1995,-16054.0
Net migration,Other small states,OSS,1994,-79928.0
Net migration,Other small states,OSS,1993,-15456.0
Net migration,Other small states,OSS,1992,-143889.0
Net migration,Other small states,OSS,1991,20312.0
Net migration,Other small states,OSS,1990,60925.0
Net migration,Pacific island small states,PSS,2020,-11924.0
Net migration,Pacific island small states,PSS,2019,-22269.0
Net migration,Pacific island small states,PSS,2018,-22554.0
Net migration,Pacific island small states,PSS,2017,-22717.0
Net migration,Pacific island small states,PSS,2016,-22404.0
Net migration,Pacific island small states,PSS,2015,-23389.0
Net migration,Pacific island small states,PSS,2014,-23690.0
Net migration,Pacific island small states,PSS,2013,-23818.0
Net migration,Pacific island small states,PSS,2012,-24048.0
Net migration,Pacific island small states,PSS,2011,-23954.0
Net migration,Pacific island small states,PSS,2010,-23419.0
Net migration,Pacific island small states,PSS,2009,-24601.0
Net migration,Pacific island small states,PSS,2008,-24176.0
Net migration,Pacific island small states,PSS,2007,-22604.0
Net migration,Pacific island small states,PSS,2006,-21425.0
Net migration,Pacific island small states,PSS,2005,-21268.0
Net migration,Pacific island small states,PSS,2004,-20731.0
Net migration,Pacific island small states,PSS,2003,-20304.0
Net migration,Pacific island small states,PSS,2002,-19709.0
Net migration,Pacific island small states,PSS,2001,-19091.0
Net migration,Pacific island small states,PSS,2000,-18142.0
Net migration,Pacific island small states,PSS,1999,-17431.0
Net migration,Pacific island small states,PSS,1998,-16496.0
Net migration,Pacific island small states,PSS,1997,-17064.0
Net migration,Pacific island small states,PSS,1996,-20062.0
Net migration,Pacific island small states,PSS,1995,-25582.0
Net migration,Pacific island small states,PSS,1994,-24300.0
Net migration,Pacific island small states,PSS,1993,-23215.0
Net migration,Pacific island small states,PSS,1992,-22974.0
Net migration,Pacific island small states,PSS,1991,-26036.0
Net migration,Pacific island small states,PSS,1990,-20264.0
Net migration,Post-demographic dividend,PST,2020,2267432.0
Net migration,Post-demographic dividend,PST,2019,3675644.0
Net migration,Post-demographic dividend,PST,2018,3589262.0
Net migration,Post-demographic dividend,PST,2017,3525765.0
Net migration,Post-demographic dividend,PST,2016,3458467.0
Net migration,Post-demographic dividend,PST,2015,3241249.0
Net migration,Post-demographic dividend,PST,2014,3068657.0
Net migration,Post-demographic dividend,PST,2013,3165585.0
Net migration,Post-demographic dividend,PST,2012,3360433.0
Net migration,Post-demographic dividend,PST,2011,3349598.0
Net migration,Post-demographic dividend,PST,2010,2961191.0
Net migration,Post-demographic dividend,PST,2009,3137219.0
Net migration,Post-demographic dividend,PST,2008,3657179.0
Net migration,Post-demographic dividend,PST,2007,3972624.0
Net migration,Post-demographic dividend,PST,2006,3460942.0
Net migration,Post-demographic dividend,PST,2005,3276194.0
Net migration,Post-demographic dividend,PST,2004,3359645.0
Net migration,Post-demographic dividend,PST,2003,3320350.0
Net migration,Post-demographic dividend,PST,2002,3196920.0
Net migration,Post-demographic dividend,PST,2001,2523819.0
Net migration,Post-demographic dividend,PST,2000,2522425.0
Net migration,Post-demographic dividend,PST,1999,2599912.0
Net migration,Post-demographic dividend,PST,1998,2624727.0
Net migration,Post-demographic dividend,PST,1997,2750572.0
Net migration,Post-demographic dividend,PST,1996,2784560.0
Net migration,Post-demographic dividend,PST,1995,2554376.0
Net migration,Post-demographic dividend,PST,1994,2379560.0
Net migration,Post-demographic dividend,PST,1993,2547288.0
Net migration,Post-demographic dividend,PST,1992,2505863.0
Net migration,Post-demographic dividend,PST,1991,2586339.0
Net migration,Post-demographic dividend,PST,1990,2622897.0
Net migration,Pre-demographic dividend,PRE,2020,57214.0
Net migration,Pre-demographic dividend,PRE,2019,-457552.0
Net migration,Pre-demographic dividend,PRE,2018,-594290.0
Net migration,Pre-demographic dividend,PRE,2017,-577864.0
Net migration,Pre-demographic dividend,PRE,2016,-379760.0
Net migration,Pre-demographic dividend,PRE,2015,-877524.0
Net migration,Pre-demographic dividend,PRE,2014,-515267.0
Net migration,Pre-demographic dividend,PRE,2013,13145.0
Net migration,Pre-demographic dividend,PRE,2012,55634.0
Net migration,Pre-demographic dividend,PRE,2011,-212998.0
Net migration,Pre-demographic dividend,PRE,2010,-664130.0
Net migration,Pre-demographic dividend,PRE,2009,-556979.0
Net migration,Pre-demographic dividend,PRE,2008,138386.0
Net migration,Pre-demographic dividend,PRE,2007,-2110439.0
Net migration,Pre-demographic dividend,PRE,2006,-1571259.0
Net migration,Pre-demographic dividend,PRE,2005,18662.0
Net migration,Pre-demographic dividend,PRE,2004,-412082.0
Net migration,Pre-demographic dividend,PRE,2003,1815.0
Net migration,Pre-demographic dividend,PRE,2002,1108886.0
Net migration,Pre-demographic dividend,PRE,2001,-369904.0
Net migration,Pre-demographic dividend,PRE,2000,-1126792.0
Net migration,Pre-demographic dividend,PRE,1999,-156618.0
Net migration,Pre-demographic dividend,PRE,1998,-158118.0
Net migration,Pre-demographic dividend,PRE,1997,-853164.0
Net migration,Pre-demographic dividend,PRE,1996,-1829372.0
Net migration,Pre-demographic dividend,PRE,1995,-482410.0
Net migration,Pre-demographic dividend,PRE,1994,2465097.0
Net migration,Pre-demographic dividend,PRE,1993,1335700.0
Net migration,Pre-demographic dividend,PRE,1992,1181820.0
Net migration,Pre-demographic dividend,PRE,1991,-1436664.0
Net migration,Pre-demographic dividend,PRE,1990,-2221922.0
Net migration,Small states,SST,2020,-220115.0
Net migration,Small states,SST,2019,-63712.0
Net migration,Small states,SST,2018,61693.0
Net migration,Small states,SST,2017,61551.0
Net migration,Small states,SST,2016,146469.0
Net migration,Small states,SST,2015,187142.0
Net migration,Small states,SST,2014,197600.0
Net migration,Small states,SST,2013,137837.0
Net migration,Small states,SST,2012,65142.0
Net migration,Small states,SST,2011,23252.0
Net migration,Small states,SST,2010,12549.0
Net migration,Small states,SST,2009,117682.0
Net migration,Small states,SST,2008,203344.0
Net migration,Small states,SST,2007,214246.0
Net migration,Small states,SST,2006,205189.0
Net migration,Small states,SST,2005,83390.0
Net migration,Small states,SST,2004,-20054.0
Net migration,Small states,SST,2003,-36524.0
Net migration,Small states,SST,2002,-43493.0
Net migration,Small states,SST,2001,-36126.0
Net migration,Small states,SST,2000,-38186.0
Net migration,Small states,SST,1999,-33148.0
Net migration,Small states,SST,1998,-37581.0
Net migration,Small states,SST,1997,-41725.0
Net migration,Small states,SST,1996,-73994.0
Net migration,Small states,SST,1995,-84794.0
Net migration,Small states,SST,1994,-152370.0
Net migration,Small states,SST,1993,-92640.0
Net migration,Small states,SST,1992,-220440.0
Net migration,Small states,SST,1991,-65018.0
Net migration,Small states,SST,1990,-32937.0
Net migration,South Asia,SAS,2020,-302152.0
Net migration,South Asia,SAS,2019,-2281362.0
Net migration,South Asia,SAS,2018,-2409118.0
Net migration,South Asia,SAS,2017,-2181786.0
Net migration,South Asia,SAS,2016,-2552785.0
Net migration,South Asia,SAS,2015,-3523806.0
Net migration,South Asia,SAS,2014,-2708921.0
Net migration,South Asia,SAS,2013,-2752864.0
Net migration,South Asia,SAS,2012,-2427962.0
Net migration,South Asia,SAS,2011,-1412371.0
Net migration,South Asia,SAS,2010,-1730760.0
Net migration,South Asia,SAS,2009,-2232173.0
Net migration,South Asia,SAS,2008,-2844393.0
Net migration,South Asia,SAS,2007,-3496468.0
Net migration,South Asia,SAS,2006,-2682220.0
Net migration,South Asia,SAS,2005,-1920218.0
Net migration,South Asia,SAS,2004,-1730551.0
Net migration,South Asia,SAS,2003,-1176448.0
Net migration,South Asia,SAS,2002,-341162.0
Net migration,South Asia,SAS,2001,-531153.0
Net migration,South Asia,SAS,2000,-874181.0
Net migration,South Asia,SAS,1999,-518744.0
Net migration,South Asia,SAS,1998,-453522.0
Net migration,South Asia,SAS,1997,-423233.0
Net migration,South Asia,SAS,1996,-418704.0
Net migration,South Asia,SAS,1995,-225905.0
Net migration,South Asia,SAS,1994,183479.0
Net migration,South Asia,SAS,1993,796462.0
Net migration,South Asia,SAS,1992,228485.0
Net migration,South Asia,SAS,1991,-545640.0
Net migration,South Asia,SAS,1990,-765584.0
Net migration,South Asia (IDA & IBRD),TSA,2020,-302152.0
Net migration,South Asia (IDA & IBRD),TSA,2019,-2281362.0
Net migration,South Asia (IDA & IBRD),TSA,2018,-2409118.0
Net migration,South Asia (IDA & IBRD),TSA,2017,-2181786.0
Net migration,South Asia (IDA & IBRD),TSA,2016,-2552785.0
Net migration,South Asia (IDA & IBRD),TSA,2015,-3523806.0
Net migration,South Asia (IDA & IBRD),TSA,2014,-2708921.0
Net migration,South Asia (IDA & IBRD),TSA,2013,-2752864.0
Net migration,South Asia (IDA & IBRD),TSA,2012,-2427962.0
Net migration,South Asia (IDA & IBRD),TSA,2011,-1412371.0
Net migration,South Asia (IDA & IBRD),TSA,2010,-1730760.0
Net migration,South Asia (IDA & IBRD),TSA,2009,-2232173.0
Net migration,South Asia (IDA & IBRD),TSA,2008,-2844393.0
Net migration,South Asia (IDA & IBRD),TSA,2007,-3496468.0
Net migration,South Asia (IDA & IBRD),TSA,2006,-2682220.0
Net migration,South Asia (IDA & IBRD),TSA,2005,-1920218.0
Net migration,South Asia (IDA & IBRD),TSA,2004,-1730551.0
Net migration,South Asia (IDA & IBRD),TSA,2003,-1176448.0
Net migration,South Asia (IDA & IBRD),TSA,2002,-341162.0
Net migration,South Asia (IDA & IBRD),TSA,2001,-531153.0
Net migration,South Asia (IDA & IBRD),TSA,2000,-874181.0
Net migration,South Asia (IDA & IBRD),TSA,1999,-518744.0
Net migration,South Asia (IDA & IBRD),TSA,1998,-453522.0
Net migration,South Asia (IDA & IBRD),TSA,1997,-423233.0
Net migration,South Asia (IDA & IBRD),TSA,1996,-418704.0
Net migration,South Asia (IDA & IBRD),TSA,1995,-225905.0
Net migration,South Asia (IDA & IBRD),TSA,1994,183479.0
Net migration,South Asia (IDA & IBRD),TSA,1993,796462.0
Net migration,South Asia (IDA & IBRD),TSA,1992,228485.0
Net migration,South Asia (IDA & IBRD),TSA,1991,-545640.0
Net migration,South Asia (IDA & IBRD),TSA,1990,-765584.0
Net migration,Sub-Saharan Africa,SSF,2020,-148716.0
Net migration,Sub-Saharan Africa,SSF,2019,-515962.0
Net migration,Sub-Saharan Africa,SSF,2018,-621993.0
Net migration,Sub-Saharan Africa,SSF,2017,-543898.0
Net migration,Sub-Saharan Africa,SSF,2016,-1031994.0
Net migration,Sub-Saharan Africa,SSF,2015,34532.0
Net migration,Sub-Saharan Africa,SSF,2014,-480026.0
Net migration,Sub-Saharan Africa,SSF,2013,-470147.0
Net migration,Sub-Saharan Africa,SSF,2012,-721107.0
Net migration,Sub-Saharan Africa,SSF,2011,-882413.0
Net migration,Sub-Saharan Africa,SSF,2010,-635793.0
Net migration,Sub-Saharan Africa,SSF,2009,-694094.0
Net migration,Sub-Saharan Africa,SSF,2008,-606739.0
Net migration,Sub-Saharan Africa,SSF,2007,-440265.0
Net migration,Sub-Saharan Africa,SSF,2006,-507478.0
Net migration,Sub-Saharan Africa,SSF,2005,-495797.0
Net migration,Sub-Saharan Africa,SSF,2004,-373224.0
Net migration,Sub-Saharan Africa,SSF,2003,-442393.0
Net migration,Sub-Saharan Africa,SSF,2002,-491343.0
Net migration,Sub-Saharan Africa,SSF,2001,-448465.0
Net migration,Sub-Saharan Africa,SSF,2000,-587161.0
Net migration,Sub-Saharan Africa,SSF,1999,-557894.0
Net migration,Sub-Saharan Africa,SSF,1998,-450326.0
Net migration,Sub-Saharan Africa,SSF,1997,-757011.0
Net migration,Sub-Saharan Africa,SSF,1996,-615202.0
Net migration,Sub-Saharan Africa,SSF,1995,-233595.0
Net migration,Sub-Saharan Africa,SSF,1994,-590735.0
Net migration,Sub-Saharan Africa,SSF,1993,-502855.0
Net migration,Sub-Saharan Africa,SSF,1992,-629043.0
Net migration,Sub-Saharan Africa,SSF,1991,-613048.0
Net migration,Sub-Saharan Africa,SSF,1990,-506599.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2020,-148862.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2019,-516267.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2018,-622269.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2017,-544157.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2016,-1032245.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2015,34287.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2014,-480289.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2013,-470470.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2012,-721476.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2011,-882791.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2010,-636169.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2009,-694411.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2008,-607044.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2007,-440541.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2006,-507737.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2005,-496048.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2004,-373469.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2003,-442656.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2002,-491663.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2001,-448828.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,2000,-587537.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,1999,-558268.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,1998,-450588.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,1997,-757381.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,1996,-615154.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,1995,-233547.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,1994,-590680.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,1993,-502479.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,1992,-628674.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,1991,-612709.0
Net migration,Sub-Saharan Africa (excluding high income),SSA,1990,-506279.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2020,-148716.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2019,-515962.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2018,-621993.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2017,-543898.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2016,-1031994.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2015,34532.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2014,-480026.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2013,-470147.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2012,-721107.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2011,-882413.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2010,-635793.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2009,-694094.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2008,-606739.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2007,-440265.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2006,-507478.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2005,-495797.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2004,-373224.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2003,-442393.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2002,-491343.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2001,-448465.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,2000,-587161.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,1999,-557894.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,1998,-450326.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,1997,-757011.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,1996,-615202.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,1995,-233595.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,1994,-590735.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,1993,-502855.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,1992,-629043.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,1991,-613048.0
Net migration,Sub-Saharan Africa (IDA & IBRD countries),TSS,1990,-506599.0
Net migration,Upper middle income,,2020,596612.0
Net migration,Upper middle income,,2019,81044.0
Net migration,Upper middle income,,2018,422178.0
Net migration,Upper middle income,,2017,250831.0
Net migration,Upper middle income,,2016,-248108.0
Net migration,Upper middle income,,2015,813531.0
Net migration,Upper middle income,,2014,597405.0
Net migration,Upper middle income,,2013,628674.0
Net migration,Upper middle income,,2012,867324.0
Net migration,Upper middle income,,2011,-757469.0
Net migration,Upper middle income,,2010,-323950.0
Net migration,Upper middle income,,2009,-685960.0
Net migration,Upper middle income,,2008,-679523.0
Net migration,Upper middle income,,2007,-1830736.0
Net migration,Upper middle income,,2006,-2303746.0
Net migration,Upper middle income,,2005,-1107947.0
Net migration,Upper middle income,,2004,-836855.0
Net migration,Upper middle income,,2003,-1109999.0
Net migration,Upper middle income,,2002,-885328.0
Net migration,Upper middle income,,2001,-1091289.0
Net migration,Upper middle income,,2000,-1064818.0
Net migration,Upper middle income,,1999,-1242915.0
Net migration,Upper middle income,,1998,-1619456.0
Net migration,Upper middle income,,1997,-1356086.0
Net migration,Upper middle income,,1996,-1333484.0
Net migration,Upper middle income,,1995,-1320309.0
Net migration,Upper middle income,,1994,-1354564.0
Net migration,Upper middle income,,1993,-971668.0
Net migration,Upper middle income,,1992,-2109522.0
Net migration,Upper middle income,,1991,-1761457.0
Net migration,Upper middle income,,1990,-1069184.0
Net migration,World,WLD,2020,0.0
Net migration,World,WLD,2019,0.0
Net migration,World,WLD,2018,0.0
Net migration,World,WLD,2017,0.0
Net migration,World,WLD,2016,0.0
Net migration,World,WLD,2015,0.0
Net migration,World,WLD,2014,0.0
Net migration,World,WLD,2013,0.0
Net migration,World,WLD,2012,0.0
Net migration,World,WLD,2011,0.0
Net migration,World,WLD,2010,0.0
Net migration,World,WLD,2009,0.0
Net migration,World,WLD,2008,0.0
Net migration,World,WLD,2007,0.0
Net migration,World,WLD,2006,0.0
Net migration,World,WLD,2005,0.0
Net migration,World,WLD,2004,0.0
Net migration,World,WLD,2003,0.0
Net migration,World,WLD,2002,0.0
Net migration,World,WLD,2001,0.0
Net migration,World,WLD,2000,0.0
Net migration,World,WLD,1999,0.0
Net migration,World,WLD,1998,0.0
Net migration,World,WLD,1997,0.0
Net migration,World,WLD,1996,0.0
Net migration,World,WLD,1995,0.0
Net migration,World,WLD,1994,0.0
Net migration,World,WLD,1993,0.0
Net migration,World,WLD,1992,0.0
Net migration,World,WLD,1991,0.0
Net migration,World,WLD,1990,0.0
Net migration,Afghanistan,AFG,2020,166821.0
Net migration,Afghanistan,AFG,2019,-8082.0
Net migration,Afghanistan,AFG,2018,-47205.0
Net migration,Afghanistan,AFG,2017,-47090.0
Net migration,Afghanistan,AFG,2016,-90238.0
Net migration,Afghanistan,AFG,2015,-281739.0
Net migration,Afghanistan,AFG,2014,255611.0
Net migration,Afghanistan,AFG,2013,48076.0
Net migration,Afghanistan,AFG,2012,105905.0
Net migration,Afghanistan,AFG,2011,418796.0
Net migration,Afghanistan,AFG,2010,-141355.0
Net migration,Afghanistan,AFG,2009,-58881.0
Net migration,Afghanistan,AFG,2008,221000.0
Net migration,Afghanistan,AFG,2007,-942887.0
Net migration,Afghanistan,AFG,2006,62684.0
Net migration,Afghanistan,AFG,2005,252185.0
Net migration,Afghanistan,AFG,2004,-248616.0
Net migration,Afghanistan,AFG,2003,388632.0
Net migration,Afghanistan,AFG,2002,1327074.0
Net migration,Afghanistan,AFG,2001,-192286.0
Net migration,Afghanistan,AFG,2000,-1007135.0
Net migration,Afghanistan,AFG,1999,85758.0
Net migration,Afghanistan,AFG,1998,35740.0
Net migration,Afghanistan,AFG,1997,6129.0
Net migration,Afghanistan,AFG,1996,27194.0
Net migration,Afghanistan,AFG,1995,71824.0
Net migration,Afghanistan,AFG,1994,665410.0
Net migration,Afghanistan,AFG,1993,1171818.0
Net migration,Afghanistan,AFG,1992,1834556.0
Net migration,Afghanistan,AFG,1991,39926.0
Net migration,Afghanistan,AFG,1990,-666001.0
Net migration,Albania,ALB,2020,-9117.0
Net migration,Albania,ALB,2019,-8889.0
Net migration,Albania,ALB,2018,-9106.0
Net migration,Albania,ALB,2017,-9768.0
Net migration,Albania,ALB,2016,-10887.0
Net migration,Albania,ALB,2015,-12240.0
Net migration,Albania,ALB,2014,-14265.0
Net migration,Albania,ALB,2013,-16845.0
Net migration,Albania,ALB,2012,-19946.0
Net migration,Albania,ALB,2011,-24465.0
Net migration,Albania,ALB,2010,-29330.0
Net migration,Albania,ALB,2009,-34116.0
Net migration,Albania,ALB,2008,-38736.0
Net migration,Albania,ALB,2007,-43019.0
Net migration,Albania,ALB,2006,-47174.0
Net migration,Albania,ALB,2005,-50855.0
Net migration,Albania,ALB,2004,-54383.0
Net migration,Albania,ALB,2003,-57308.0
Net migration,Albania,ALB,2002,-59876.0
Net migration,Albania,ALB,2001,-62059.0
Net migration,Albania,ALB,2000,-63610.0
Net migration,Albania,ALB,1999,-64787.0
Net migration,Albania,ALB,1998,-65616.0
Net migration,Albania,ALB,1997,-65975.0
Net migration,Albania,ALB,1996,-65800.0
Net migration,Albania,ALB,1995,-65106.0
Net migration,Albania,ALB,1994,-63700.0
Net migration,Albania,ALB,1993,-61925.0
Net migration,Albania,ALB,1992,-59634.0
Net migration,Albania,ALB,1991,-56599.0
Net migration,Albania,ALB,1990,-52723.0
Net migration,Algeria,DZA,2020,-18797.0
Net migration,Algeria,DZA,2019,-36386.0
Net migration,Algeria,DZA,2018,-36227.0
Net migration,Algeria,DZA,2017,-36448.0
Net migration,Algeria,DZA,2016,-36227.0
Net migration,Algeria,DZA,2015,-36371.0
Net migration,Algeria,DZA,2014,-36088.0
Net migration,Algeria,DZA,2013,-35412.0
Net migration,Algeria,DZA,2012,-35119.0
Net migration,Algeria,DZA,2011,-34829.0
Net migration,Algeria,DZA,2010,-33071.0
Net migration,Algeria,DZA,2009,-33857.0
Net migration,Algeria,DZA,2008,-33931.0
Net migration,Algeria,DZA,2007,-37062.0
Net migration,Algeria,DZA,2006,-32745.0
Net migration,Algeria,DZA,2005,-111256.0
Net migration,Algeria,DZA,2004,-38621.0
Net migration,Algeria,DZA,2003,-39330.0
Net migration,Algeria,DZA,2002,-36255.0
Net migration,Algeria,DZA,2001,-25798.0
Net migration,Algeria,DZA,2000,-18994.0
Net migration,Algeria,DZA,1999,-12084.0
Net migration,Algeria,DZA,1998,-27387.0
Net migration,Algeria,DZA,1997,14071.0
Net migration,Algeria,DZA,1996,-9849.0
Net migration,Algeria,DZA,1995,-28581.0
Net migration,Algeria,DZA,1994,-31916.0
Net migration,Algeria,DZA,1993,-26202.0
Net migration,Algeria,DZA,1992,-25186.0
Net migration,Algeria,DZA,1991,-23561.0
Net migration,Algeria,DZA,1990,-21641.0
Net migration,American Samoa,ASM,2020,-1636.0
Net migration,American Samoa,ASM,2019,-1650.0
Net migration,American Samoa,ASM,2018,-1652.0
Net migration,American Samoa,ASM,2017,-1652.0
Net migration,American Samoa,ASM,2016,-1641.0
Net migration,American Samoa,ASM,2015,-1629.0
Net migration,American Samoa,ASM,2014,-1602.0
Net migration,American Samoa,ASM,2013,-1575.0
Net migration,American Samoa,ASM,2012,-1538.0
Net migration,American Samoa,ASM,2011,-1509.0
Net migration,American Samoa,ASM,2010,-1475.0
Net migration,American Samoa,ASM,2009,-1527.0
Net migration,American Samoa,ASM,2008,-1586.0
Net migration,American Samoa,ASM,2007,-1618.0
Net migration,American Samoa,ASM,2006,-1661.0
Net migration,American Samoa,ASM,2005,-1697.0
Net migration,American Samoa,ASM,2004,-1701.0
Net migration,American Samoa,ASM,2003,-1647.0
Net migration,American Samoa,ASM,2002,-1583.0
Net migration,American Samoa,ASM,2001,-1503.0
Net migration,American Samoa,ASM,2000,-1158.0
Net migration,American Samoa,ASM,1999,-452.0
Net migration,American Samoa,ASM,1998,-451.0
Net migration,American Samoa,ASM,1997,-405.0
Net migration,American Samoa,ASM,1996,-385.0
Net migration,American Samoa,ASM,1995,-419.0
Net migration,American Samoa,ASM,1994,-476.0
Net migration,American Samoa,ASM,1993,-522.0
Net migration,American Samoa,ASM,1992,-516.0
Net migration,American Samoa,ASM,1991,-505.0
Net migration,American Samoa,ASM,1990,-251.0
Net migration,Andorra,AND,2020,1474.0
Net migration,Andorra,AND,2019,1238.0
Net migration,Andorra,AND,2018,1184.0
Net migration,Andorra,AND,2017,887.0
Net migration,Andorra,AND,2016,1303.0
Net migration,Andorra,AND,2015,-232.0
Net migration,Andorra,AND,2014,-84.0
Net migration,Andorra,AND,2013,12.0
Net migration,Andorra,AND,2012,33.0
